priority,gapType,slot,item,color,material,suggestedKey,suggestedFilename,searchQuery,unsplashSearchUrl,pexelsSearchUrl,licenseNote
P2,colorLocked,bottom,Leggings,olive,tech,bottom_olive_leggings_tech_studio,assets/recommendation-stock/bottom-olive-leggings-tech.jpg,olive tech Leggings flat lay studio product,https://unsplash.com/s/photos/olive%20tech%20Leggings%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20tech%20Leggings%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Leggings,tan,tech,bottom_tan_leggings_tech_studio,assets/recommendation-stock/bottom-tan-leggings-tech.jpg,tan tech Leggings flat lay studio product,https://unsplash.com/s/photos/tan%20tech%20Leggings%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20tech%20Leggings%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Leggings,white,tech,bottom_white_leggings_tech_studio,assets/recommendation-stock/bottom-white-leggings-tech.jpg,white tech Leggings flat lay studio product,https://unsplash.com/s/photos/white%20tech%20Leggings%20flat%20lay%20studio%20product,https://www.pexels.com/search/white%20tech%20Leggings%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Lightweight chinos,blue,cotton,bottom_blue_lightweight-chinos_cotton_studio,assets/recommendation-stock/bottom-blue-lightweight-chinos-cotton.jpg,blue cotton Lightweight chinos flat lay studio product,https://unsplash.com/s/photos/blue%20cotton%20Lightweight%20chinos%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20cotton%20Lightweight%20chinos%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Lightweight chinos,khaki,cotton,bottom_khaki_lightweight-chinos_cotton_studio,assets/recommendation-stock/bottom-khaki-lightweight-chinos-cotton.jpg,khaki cotton Lightweight chinos flat lay studio product,https://unsplash.com/s/photos/khaki%20cotton%20Lightweight%20chinos%20flat%20lay%20studio%20product,https://www.pexels.com/search/khaki%20cotton%20Lightweight%20chinos%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,beige,wool,bottom_beige_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-beige-pleated-trousers-wool.jpg,beige wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/beige%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/beige%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,black,wool,bottom_black_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-black-pleated-trousers-wool.jpg,black wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/black%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,brown,wool,bottom_brown_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-brown-pleated-trousers-wool.jpg,brown wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/brown%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,charcoal,wool,bottom_charcoal_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-charcoal-pleated-trousers-wool.jpg,charcoal wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/charcoal%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/charcoal%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,cream,wool,bottom_cream_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-cream-pleated-trousers-wool.jpg,cream wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/cream%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/cream%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,gray,wool,bottom_gray_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-gray-pleated-trousers-wool.jpg,gray wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/gray%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,navy,wool,bottom_navy_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-navy-pleated-trousers-wool.jpg,navy wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/navy%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,olive,wool,bottom_olive_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-olive-pleated-trousers-wool.jpg,olive wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/olive%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,tan,wool,bottom_tan_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-tan-pleated-trousers-wool.jpg,tan wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/tan%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Pleated trousers,white,wool,bottom_white_pleated-trousers_wool_studio,assets/recommendation-stock/bottom-white-pleated-trousers-wool.jpg,white wool Pleated trousers flat lay studio product,https://unsplash.com/s/photos/white%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/white%20wool%20Pleated%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,beige,denim,bottom_beige_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-beige-relaxed-jeans-denim.jpg,beige denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/beige%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/beige%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,black,denim,bottom_black_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-black-relaxed-jeans-denim.jpg,black denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/black%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,brown,denim,bottom_brown_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-brown-relaxed-jeans-denim.jpg,brown denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/brown%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,charcoal,denim,bottom_charcoal_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-charcoal-relaxed-jeans-denim.jpg,charcoal denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/charcoal%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/charcoal%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,cream,denim,bottom_cream_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-cream-relaxed-jeans-denim.jpg,cream denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/cream%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/cream%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,gray,denim,bottom_gray_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-gray-relaxed-jeans-denim.jpg,gray denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/gray%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,navy,denim,bottom_navy_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-navy-relaxed-jeans-denim.jpg,navy denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/navy%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,olive,denim,bottom_olive_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-olive-relaxed-jeans-denim.jpg,olive denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/olive%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,tan,denim,bottom_tan_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-tan-relaxed-jeans-denim.jpg,tan denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/tan%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Relaxed jeans,white,denim,bottom_white_relaxed-jeans_denim_studio,assets/recommendation-stock/bottom-white-relaxed-jeans-denim.jpg,white denim Relaxed jeans flat lay studio product,https://unsplash.com/s/photos/white%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/white%20denim%20Relaxed%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Running shorts,black,tech,bottom_black_running-shorts_tech_studio,assets/recommendation-stock/bottom-black-running-shorts-tech.jpg,black tech Running shorts flat lay studio product,https://unsplash.com/s/photos/black%20tech%20Running%20shorts%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20tech%20Running%20shorts%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Running shorts,brown,tech,bottom_brown_running-shorts_tech_studio,assets/recommendation-stock/bottom-brown-running-shorts-tech.jpg,brown tech Running shorts flat lay studio product,https://unsplash.com/s/photos/brown%20tech%20Running%20shorts%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20tech%20Running%20shorts%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Running shorts,charcoal,tech,bottom_charcoal_running-shorts_tech_studio,assets/recommendation-stock/bottom-charcoal-running-shorts-tech.jpg,charcoal tech Running shorts flat lay studio product,https://unsplash.com/s/photos/charcoal%20tech%20Running%20shorts%20flat%20lay%20studio%20product,https://www.pexels.com/search/charcoal%20tech%20Running%20shorts%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Running shorts,gray,tech,bottom_gray_running-shorts_tech_studio,assets/recommendation-stock/bottom-gray-running-shorts-tech.jpg,gray tech Running shorts flat lay studio product,https://unsplash.com/s/photos/gray%20tech%20Running%20shorts%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20tech%20Running%20shorts%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Running shorts,navy,tech,bottom_navy_running-shorts_tech_studio,assets/recommendation-stock/bottom-navy-running-shorts-tech.jpg,navy tech Running shorts flat lay studio product,https://unsplash.com/s/photos/navy%20tech%20Running%20shorts%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20tech%20Running%20shorts%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Running shorts,olive,tech,bottom_olive_running-shorts_tech_studio,assets/recommendation-stock/bottom-olive-running-shorts-tech.jpg,olive tech Running shorts flat lay studio product,https://unsplash.com/s/photos/olive%20tech%20Running%20shorts%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20tech%20Running%20shorts%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Running shorts,tan,tech,bottom_tan_running-shorts_tech_studio,assets/recommendation-stock/bottom-tan-running-shorts-tech.jpg,tan tech Running shorts flat lay studio product,https://unsplash.com/s/photos/tan%20tech%20Running%20shorts%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20tech%20Running%20shorts%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim chinos,blue,cotton,bottom_blue_slim-chinos_cotton_studio,assets/recommendation-stock/bottom-blue-slim-chinos-cotton.jpg,blue cotton Slim chinos flat lay studio product,https://unsplash.com/s/photos/blue%20cotton%20Slim%20chinos%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20cotton%20Slim%20chinos%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim chinos,khaki,cotton,bottom_khaki_slim-chinos_cotton_studio,assets/recommendation-stock/bottom-khaki-slim-chinos-cotton.jpg,khaki cotton Slim chinos flat lay studio product,https://unsplash.com/s/photos/khaki%20cotton%20Slim%20chinos%20flat%20lay%20studio%20product,https://www.pexels.com/search/khaki%20cotton%20Slim%20chinos%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,beige,denim,bottom_beige_slim-jeans_denim_studio,assets/recommendation-stock/bottom-beige-slim-jeans-denim.jpg,beige denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/beige%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/beige%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,black,denim,bottom_black_slim-jeans_denim_studio,assets/recommendation-stock/bottom-black-slim-jeans-denim.jpg,black denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/black%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,brown,denim,bottom_brown_slim-jeans_denim_studio,assets/recommendation-stock/bottom-brown-slim-jeans-denim.jpg,brown denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/brown%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,charcoal,denim,bottom_charcoal_slim-jeans_denim_studio,assets/recommendation-stock/bottom-charcoal-slim-jeans-denim.jpg,charcoal denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/charcoal%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/charcoal%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,cream,denim,bottom_cream_slim-jeans_denim_studio,assets/recommendation-stock/bottom-cream-slim-jeans-denim.jpg,cream denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/cream%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/cream%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,gray,denim,bottom_gray_slim-jeans_denim_studio,assets/recommendation-stock/bottom-gray-slim-jeans-denim.jpg,gray denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/gray%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,navy,denim,bottom_navy_slim-jeans_denim_studio,assets/recommendation-stock/bottom-navy-slim-jeans-denim.jpg,navy denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/navy%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,olive,denim,bottom_olive_slim-jeans_denim_studio,assets/recommendation-stock/bottom-olive-slim-jeans-denim.jpg,olive denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/olive%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,tan,denim,bottom_tan_slim-jeans_denim_studio,assets/recommendation-stock/bottom-tan-slim-jeans-denim.jpg,tan denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/tan%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Slim jeans,white,denim,bottom_white_slim-jeans_denim_studio,assets/recommendation-stock/bottom-white-slim-jeans-denim.jpg,white denim Slim jeans flat lay studio product,https://unsplash.com/s/photos/white%20denim%20Slim%20jeans%20flat%20lay%20studio%20product,https://www.pexels.com/search/white%20denim%20Slim%20jeans%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tailored trousers,blue,wool,bottom_blue_tailored-trousers_wool_studio,assets/recommendation-stock/bottom-blue-tailored-trousers-wool.jpg,blue wool Tailored trousers flat lay studio product,https://unsplash.com/s/photos/blue%20wool%20Tailored%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20wool%20Tailored%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tailored trousers,khaki,wool,bottom_khaki_tailored-trousers_wool_studio,assets/recommendation-stock/bottom-khaki-tailored-trousers-wool.jpg,khaki wool Tailored trousers flat lay studio product,https://unsplash.com/s/photos/khaki%20wool%20Tailored%20trousers%20flat%20lay%20studio%20product,https://www.pexels.com/search/khaki%20wool%20Tailored%20trousers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tech joggers,beige,tech,bottom_beige_tech-joggers_tech_studio,assets/recommendation-stock/bottom-beige-tech-joggers-tech.jpg,beige tech Tech joggers flat lay studio product,https://unsplash.com/s/photos/beige%20tech%20Tech%20joggers%20flat%20lay%20studio%20product,https://www.pexels.com/search/beige%20tech%20Tech%20joggers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tech joggers,brown,tech,bottom_brown_tech-joggers_tech_studio,assets/recommendation-stock/bottom-brown-tech-joggers-tech.jpg,brown tech Tech joggers flat lay studio product,https://unsplash.com/s/photos/brown%20tech%20Tech%20joggers%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20tech%20Tech%20joggers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tech joggers,charcoal,tech,bottom_charcoal_tech-joggers_tech_studio,assets/recommendation-stock/bottom-charcoal-tech-joggers-tech.jpg,charcoal tech Tech joggers flat lay studio product,https://unsplash.com/s/photos/charcoal%20tech%20Tech%20joggers%20flat%20lay%20studio%20product,https://www.pexels.com/search/charcoal%20tech%20Tech%20joggers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tech joggers,cream,tech,bottom_cream_tech-joggers_tech_studio,assets/recommendation-stock/bottom-cream-tech-joggers-tech.jpg,cream tech Tech joggers flat lay studio product,https://unsplash.com/s/photos/cream%20tech%20Tech%20joggers%20flat%20lay%20studio%20product,https://www.pexels.com/search/cream%20tech%20Tech%20joggers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tech joggers,gray,tech,bottom_gray_tech-joggers_tech_studio,assets/recommendation-stock/bottom-gray-tech-joggers-tech.jpg,gray tech Tech joggers flat lay studio product,https://unsplash.com/s/photos/gray%20tech%20Tech%20joggers%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20tech%20Tech%20joggers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,bottom,Tech joggers,navy,tech,bottom_navy_tech-joggers_tech_studio,assets/recommendation-stock/bottom-navy-tech-joggers-tech.jpg,navy tech Tech joggers flat lay studio product,https://unsplash.com/s/photos/navy%20tech%20Tech%20joggers%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20tech%20Tech%20joggers%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
